,date_time,street_name,lat,lng
245,2017-01-10 04:49:00,1600 IMPERIAL AVENUE,32.706352,-117.138117
246,2017-01-10 05:14:00,4600 WEST POINT LOMA BOULEVARD,32.751808000000004,-117.23483999999999
247,2017-01-10 07:43:00,2800 REDWOOD STREET,32.738426000000004,-117.10645900000002
248,2017-01-10 11:47:00,16700 BERNARDO CENTER DRIVE,33.008802,-117.08824299999999
249,2017-01-10 11:47:00,5900 VILLAGE WAY,33.20174,-117.349548
250,2017-01-10 13:06:00,2000 BRITANNIA BOULEVARD,32.563687,-116.979902
251,2017-01-10 13:14:00,3200 OCEAN VIEW BOULEVARD,32.701172,-117.129494
252,2017-01-10 13:18:00,2900 54TH STREET,32.761545,-117.079396
253,2017-01-10 13:25:00,1600 EUCLID AVENUE,32.748447,-117.092293
254,2017-01-10 16:00:00,6500 COLLEGE GROVE DRIVE,32.73519,-117.065816
255,2017-01-10 16:10:00,2500 GENESEE AVENUE,32.888282000000004,-117.23196599999999
256,2017-01-10 16:27:00,10100 CARROLL CANYON ROAD,32.888954999999996,-117.207353
257,2017-01-10 17:43:00,6000 MIRAMAR ROAD,32.877096,-117.18273300000001
258,2017-01-10 18:04:00,3800 10TH AVENUE,32.748303,-117.15529199999999
259,2017-01-10 18:11:00,10000 MIRAMAR WAY,32.88068,-117.11842299999999
260,2017-01-10 18:51:00,10600 SCIENCE CENTER DRIVE,32.889339,-117.233376
261,2017-01-10 19:25:00,5600 CLAIREMONT MESA BOULEVARD,32.827768,-117.206741
262,2017-01-10 20:50:00,0 16TH STREET,32.712632,-117.14946699999999
263,2017-01-10 20:56:00,3200 MIDWAY DRIVE,32.750381,-117.208751
264,2017-01-10 22:00:00,4500 BAYARD STREET,32.807384000000006,-117.25639299999999
265,2017-01-10 22:29:00,6700 DEL CERRO BOULEVARD,32.782899,-117.06541999999999
266,2017-01-11 00:01:00,500 HOTEL CIRCLE,39.78373,-100.445882
267,2017-01-11 02:15:00,300 05TH AVENUE,39.78373,-100.445882
268,2017-01-11 06:59:00,5000 SANTO ROAD,32.833775,-117.10104399999999
269,2017-01-11 07:57:00,3100 06TH AVENUE,39.78373,-100.445882
270,2017-01-11 08:20:00,1500 E STREET,32.714704,-117.152511
271,2017-01-11 09:37:00,7700 FRIARS ROAD,32.764082,-117.19319499999999
272,2017-01-11 10:30:00,1200 17TH STREET,32.712637,-117.14856
273,2017-01-11 11:33:00,4600 ORANGE AVENUE,32.754063,-117.12516000000001
274,2017-01-11 11:48:00,9300 TWIN TRAILS DRIVE,32.958721000000004,-117.13194299999999
275,2017-01-11 12:30:00,12200 SAUCILLO  ,32.996907,-117.067889
276,2017-01-11 12:30:00,6900 EL CAJON BOULEVARD,32.755155,-117.14633700000002
277,2017-01-11 12:34:00,4200 INGRAHAM STREET,32.798854999999996,-117.24056200000001
278,2017-01-11 12:45:00,1600 EUCLID AVENUE,32.748447,-117.092293
279,2017-01-11 13:46:00,8600 LAKE MURRAY BOULEVARD,32.813727,-117.00955400000001
280,2017-01-11 14:25:00,0 26TH STREET,32.720062,-117.138443
281,2017-01-11 14:54:00,400 BROOKES AVENUE,32.743294,-117.14922299999999
282,2017-01-11 15:10:00,1000 LAW STREET,32.804569,-117.246246
283,2017-01-11 15:15:00,10900 SCRIPPS POWAY PARKWAY,32.936611,-117.110423
284,2017-01-11 15:25:00,2800 46TH STREET,32.732132,-117.09607700000001
285,2017-01-11 16:02:00,8300 WESTMORE ROAD,32.917833,-117.143875
286,2017-01-11 17:00:00,8900 MIRA MESA BOULEVARD,32.89275,-117.20145900000001
287,2017-01-11 17:55:00,17400 BERNARDO CENTER DRIVE,33.008802,-117.08824299999999
288,2017-01-11 18:21:00,5800 COPLEY DRIVE,32.839508,-117.162376
289,2017-01-11 18:54:00,9200 MIRA MESA BOULEVARD,32.89275,-117.20145900000001
290,2017-01-11 20:23:00,900 MORENA BOULEVARD,32.821923999999996,-117.226652
291,2017-01-11 21:00:00,1300 GOSHEN STREET,32.765151,-117.18693700000001
292,2017-01-11 21:07:00,700 PICCARD AVENUE,32.579456,-117.05023999999999
293,2017-01-11 23:03:00,9100 LA JOLLA VILLAGE DRIVE,32.871776000000004,-117.233775
294,2017-01-11 23:13:00,800 EMERALD STREET,32.801666,-117.241447
295,2017-01-11 23:34:00,4300 GENESEE AVENUE,32.888282000000004,-117.23196599999999
296,2017-01-12 01:00:00,12800 LUNADA PLACE,33.049431,-117.057693
297,2017-01-12 08:07:00,5200 COLLEGE AVENUE,32.785197,-117.06251100000001
298,2017-01-12 08:21:00,5200 IMPERIAL AVENUE,32.706352,-117.138117
299,2017-01-12 10:28:00,10700 WESTVIEW PARKWAY,32.932888,-117.124199
300,2017-01-12 10:29:00,10700 WESTVIEW PARKWAY,32.932888,-117.124199
301,2017-01-12 11:55:00,2800 NATIONAL AVENUE,32.696020000000004,-117.11433799999999
302,2017-01-12 14:08:00,2400 WEST MISSION BAY DRIVE,32.771993,-117.250171
303,2017-01-12 14:08:00,2400 WEST MISSION BAY DRIVE,32.771993,-117.250171
304,2017-01-12 14:15:00,700 16TH STREET,32.712632,-117.14946699999999
305,2017-01-12 14:44:00,1200 CAM DEL RIO  ,39.78373,-100.445882
306,2017-01-12 14:50:00,4400 VIEWRIDGE AVENUE,32.823864,-117.12316100000001
307,2017-01-12 16:00:00,8800 JUDICIAL DRIVE,32.87516,-117.20535
308,2017-01-12 16:00:00,4900 DUBOIS DRIVE,32.836353,-117.198273
309,2017-01-12 17:07:00,2600 EL CAJON BOULEVARD,32.755155,-117.14633700000002
310,2017-01-12 17:40:00,4300 REDWOOD STREET,32.738426000000004,-117.10645900000002
311,2017-01-12 17:55:00,5000 MONROE AVENUE,32.759136,-117.133905
312,2017-01-12 18:50:00,4200 PALM AVENUE,32.683661,-117.091815
313,2017-01-12 18:55:00,3000 MISSION BOULEVARD,32.801057,-117.25687099999999
314,2017-01-12 19:00:00,1200 09TH AVENUE,39.78373,-100.445882
315,2017-01-12 23:15:00,4000 PEPPER DRIVE,32.731642,-117.10763700000001
316,2017-01-12 23:33:00,4100 NORMAL STREET,32.752981,-117.14769799999999
317,2017-01-13 00:30:00,4300 KEARNY MESA ROAD,32.819509000000004,-117.149102
318,2017-01-13 01:05:00,4000 INGRAHAM STREET,32.798854999999996,-117.24056200000001
319,2017-01-13 01:50:00,3300 CHANNEL WAY,32.756989000000004,-117.21861299999999
320,2017-01-13 06:00:00,10700 CAM RUIZ  ,39.78373,-100.445882
321,2017-01-13 06:26:00,600 B STREET,32.71841,-117.158693
322,2017-01-13 07:14:00,600 25TH STREET,32.716339000000005,-117.14028200000001
323,2017-01-13 08:50:00,1300 10TH AVENUE,32.748303,-117.15529199999999
324,2017-01-13 09:44:00,2900 SUNSET CLIFFS BOULEVARD,32.75346,-117.239092
325,2017-01-13 13:55:00,3100 SPORTS ARENA BOULEVARD,32.754911,-117.21956000000002
326,2017-01-13 15:20:00,500 FASHION VALLEY ROAD,32.765182,-117.170455
327,2017-01-13 15:39:00,1100 OLIVER AVENUE,32.795017,-117.23938000000001
328,2017-01-13 15:55:00,7700 REGENTS ROAD,32.871581,-117.218347
