,date_time,street_name
14614,2018-06-17 17:00:00,3100 OCEAN FRONT WALK
14615,2018-06-17 19:40:00,1000 FIESTA ISLAND ROAD
14616,2018-06-17 20:13:00,2600 VIA DE LA VALLE  
14617,2018-06-17 20:15:00,1000 FIESTA ISLAND ROAD
14618,2018-06-17 20:41:00,4700 LIMERICK AVENUE
14619,2018-06-17 21:30:00,3600 INGRAHAM STREET
14620,2018-06-17 21:40:00,3800 INGRAHAM STREET
14621,2018-06-17 21:53:00,5900 TONAWANDA DRIVE
14622,2018-06-17 22:00:00,5300 IMPERIAL AVENUE
14623,2018-06-17 22:00:00,7500 CAMINO DE LA ROSA  
14624,2018-06-18 00:30:00,1500 PARROT STREET
14625,2018-06-18 00:50:00,1700 UNIVERSITY AVENUE
14626,2018-06-18 02:07:00,300 37TH STREET
14627,2018-06-18 03:05:00,3300 OLIPHANT STREET
14628,2018-06-18 05:30:00,6700 DORIANA STREET
14629,2018-06-18 05:50:00,0 KEARNY VILLA ROAD
14630,2018-06-18 06:57:00,4800 EL CAJON BOULEVARD
14631,2018-06-18 06:58:00,3800 SORRENTO VALLEY BOULEVARD
14632,2018-06-18 08:15:00,8000 MIRA MESA BOULEVARD
14633,2018-06-18 09:42:00,9300 REGENTS ROAD
14634,2018-06-18 10:00:00,300 SAN ELIJO STREET
14635,2018-06-18 10:30:00,4000 01ST AVENUE
14636,2018-06-18 10:55:00,100 WASHINGTON STREET
14637,2018-06-18 12:55:00,12500 MONTELLANO TERRACE
14638,2018-06-18 13:05:00,1900 CHATSWORTH BOULEVARD
14639,2018-06-18 13:15:00,1700 C STREET
14640,2018-06-18 13:30:00,400 10TH AVENUE
14641,2018-06-18 16:47:00,600 04TH AVENUE
14642,2018-06-18 17:03:00,13300 RANCHO PENASQUITOS BOULEVARD
14643,2018-06-18 17:40:00,1000 13TH STREET
14644,2018-06-18 17:45:00,3300 SANDROCK ROAD
14645,2018-06-18 18:55:00,300 K STREET
14646,2018-06-18 19:06:00,700 WOODROW AVENUE
14647,2018-06-18 20:00:00,3200 UNIVERSITY AVENUE
14648,2018-06-18 21:47:00,0 OLEANDER DRIVE
14649,2018-06-18 23:00:00,7400 CHARMANT DRIVE
14650,2018-06-18 23:14:00,900 28TH STREET
14651,2018-06-19 00:01:00,5200 RENAISSANCE AVENUE
14652,2018-06-19 00:01:00,3800 CONVOY STREET
14653,2018-06-19 00:01:00,1900 ABBOTT STREET
14654,2018-06-19 00:01:00,700 CAM DE LA REINA  
14655,2018-06-19 01:10:00,2300 LUCERNE DRIVE
14656,2018-06-19 06:20:00,100 WASHINGTON STREET
14657,2018-06-19 07:15:00,4100 FAIRMOUNT AVENUE
14658,2018-06-19 07:30:00,0 CAM LARGO  
14659,2018-06-19 07:48:00,700 HARBOR DRIVE
14660,2018-06-19 09:10:00,900 UNIVERSITY AVENUE
14661,2018-06-19 09:56:00,0 32ND STREET
14662,2018-06-19 10:10:00,8700 AERO DRIVE
14663,2018-06-19 10:25:00,3200 EUCLID AVENUE
14664,2018-06-19 10:50:00,200 COTTONWOOD ROAD
14665,2018-06-19 13:03:00,5300 HICKMAN FIELD DRIVE
14666,2018-06-19 14:12:00,4700 CONVOY STREET
14667,2018-06-19 15:00:00,4400 HIGHLAND AVENUE
14668,2018-06-19 15:45:00,5200 FRIARS ROAD
14669,2018-06-19 16:00:00,7000 FRIARS ROAD
14670,2018-06-19 16:21:00,1800 HOWARD AVENUE
14671,2018-06-19 16:37:00,10200 SCRIPPS POWAY PARKWAY
14672,2018-06-19 16:50:00,8300 NEW SALEM STREET
14673,2018-06-19 17:00:00,4300 DAWSON AVENUE
14674,2018-06-19 17:27:00,2400 WEST MISSION BAY DRIVE
14675,2018-06-19 18:00:00,1600 ROSECRANS STREET
14676,2018-06-19 19:28:00,3100 ADAMS AVENUE
14677,2018-06-19 20:45:00,6400 RANCHO MISSION ROAD
14678,2018-06-19 21:48:00,5400 EL CAJON BOULEVARD
14679,2018-06-19 22:16:00,1200 WASHINGTON STREET
14680,2018-06-19 23:06:00,1400 EAST MISSION BAY DRIVE
14681,2018-06-19 23:48:00,3200 FRANKLIN AVENUE
14682,2018-06-20 00:01:00,5200 EAST FALLS VIEW DRIVE
14683,2018-06-20 00:01:00,100 PARK BOULEVARD
14684,2018-06-20 01:30:00,2300 CARMEL VALLEY ROAD
14685,2018-06-20 07:29:00,2800 ISLAND AVENUE
14686,2018-06-20 07:37:00,0 BRIARWOOD ROAD
14687,2018-06-20 08:30:00,10300 WESTONHILL DRIVE
14688,2018-06-20 08:30:00,400 BEECH STREET
14689,2018-06-20 09:25:00,12000 EL CAMINO REAL  
14690,2018-06-20 09:57:00,500 UNIVERSITY AVENUE
14691,2018-06-20 10:06:00,2100 GRAND AVENUE
14692,2018-06-20 11:00:00,100 G STREET
14693,2018-06-20 12:00:00,1300 NASHVILLE STREET
14694,2018-06-20 12:14:00,3000 DEL MAR HEIGHTS ROAD
14695,2018-06-20 12:21:00,4700 DWIGHT STREET
14696,2018-06-20 13:20:00,2200 HANCOCK STREET
14697,2018-06-20 13:40:00,1400 COMMERCIAL STREET
14698,2018-06-20 16:00:00,16200 CAM DEL NORTE  
14699,2018-06-20 16:30:00,9800 HURLBUT  
14700,2018-06-20 16:30:00,500 06TH AVENUE
14701,2018-06-20 16:45:00,50 11TH AVENUE
14702,2018-06-20 17:31:00,1300 E STREET
14703,2018-06-20 18:15:00,1200 EUCLID AVENUE
14704,2018-06-20 20:45:00,3600 MORENA BOULEVARD
14705,2018-06-20 21:19:00,7700 RAYTHEON ROAD
14706,2018-06-20 22:11:00,6300 RANCHO MISSION ROAD
14707,2018-06-21 00:11:00,2800 INDIA STREET
14708,2018-06-21 01:45:00,3700 CENTRAL AVENUE
14709,2018-06-21 02:20:00,3500 69TH STREET
14710,2018-06-21 04:07:00,2000 MARKET STREET
14711,2018-06-21 05:30:00,3100 BOSTON AVENUE
14712,2018-06-21 09:10:00,900 28TH STREET
14713,2018-06-21 09:20:00,8800 RIO SAN DIEGO DRIVE
14714,2018-06-21 09:30:00,8400 CAPRICORN WAY
14715,2018-06-21 10:00:00,500 SATURN BOULEVARD
14716,2018-06-21 11:28:00,2300 EL CAJON BOULEVARD
14717,2018-06-21 11:37:00,2300 TOCAYO AVENUE
14718,2018-06-21 12:04:00,2900 MISSION BOULEVARD
14719,2018-06-21 12:19:00,3900 SPORTS ARENA BOULEVARD
14720,2018-06-21 12:55:00,7200 EL CAJON BOULEVARD
14721,2018-06-21 13:06:00,7300 BALBOA AVENUE
14722,2018-06-21 13:40:00,4500 PALM AVENUE
14723,2018-06-21 13:45:00,7200 BALBOA AVENUE
14724,2018-06-21 14:40:00,3900 05TH AVENUE
14725,2018-06-21 15:20:00,4700 MYRTLE AVENUE
14726,2018-06-21 15:30:00,1600 OTAY MESA CENTER ROAD
14727,2018-06-21 16:30:00,3400 CAM DEL RIO SOUTH  
14728,2018-06-21 16:39:00,1700 PACIFIC HIGHWAY
14729,2018-06-21 17:15:00,4300 54TH STREET
14730,2018-06-21 17:26:00,200 WOODMAN STREET
14731,2018-06-21 17:45:00,13000 NORTH TORREY PINES ROAD
14732,2018-06-21 18:39:00,5800 FAIRMOUNT AVENUE
14733,2018-06-21 20:00:00,4000 SPORTS ARENA BOULEVARD
14734,2018-06-21 20:41:00,1400 WEST MISSION BAY DRIVE
14735,2018-06-21 20:45:00,6500 EL CAJON BOULEVARD
14736,2018-06-21 21:20:00,900 GRAND AVENUE
14737,2018-06-21 21:30:00,0 GENESEE AVENUE
14738,2018-06-21 22:33:00,13800 MANGO DRIVE
14739,2018-06-21 23:24:00,1100 SCOTT STREET
14740,2018-06-21 23:30:00,100 ELM STREET
14741,2018-06-21 23:42:00,2800 IRIS AVENUE
14742,2018-06-21 23:57:00,11000 CARMEL MTN ROAD
14743,2018-06-22 00:01:00,100 CAM DE LA REINA  
14744,2018-06-22 01:54:00,2700 EUCLID AVENUE
14745,2018-06-22 03:48:00,1300 HOTEL SOUTH CIRCLE
14746,2018-06-22 03:54:00,4600 NIMITZ BOULEVARD
14747,2018-06-22 04:00:00,3200 LLOYD STREET
14748,2018-06-22 05:01:00,4100 TEXAS STREET
14749,2018-06-22 07:00:00,1100 WASHINGTON STREET
14750,2018-06-22 07:16:00,4500 MISSION BAY DRIVE
14751,2018-06-22 08:30:00,4600 MUIR AVENUE
14752,2018-06-22 08:33:00,1300 02ND AVENUE
14753,2018-06-22 09:12:00,12900 POLVERA COURT
14754,2018-06-22 11:00:00,4300 PALM AVENUE
14755,2018-06-22 11:04:00,4200 CAM DEL RIO NORTH  
14756,2018-06-22 11:16:00,1300 SAN YSIDRO BOULEVARD
14757,2018-06-22 12:56:00,8600 GENESEE AVENUE
14758,2018-06-22 13:00:00,2500 DEL MAR HEIGHTS ROAD
14759,2018-06-22 14:28:00,3100 SPORTS ARENA BOULEVARD
14760,2018-06-22 16:00:00,3900 EL CAJON BOULEVARD
14761,2018-06-22 16:00:00,4400 MAPLE STREET
14762,2018-06-22 16:20:00,3300 OCEAN FRONT WALK
14763,2018-06-22 16:23:00,5700 MIRAMAR ROAD
14764,2018-06-22 16:50:00,4300 CLAIREMONT MESA BOULEVARD
14765,2018-06-22 16:59:00,6000 MT ALIFAN DRIVE
14766,2018-06-22 17:29:00,3200 MC KINLEY STREET
14767,2018-06-22 17:45:00,4000 SPORTS ARENA BOULEVARD
14768,2018-06-22 18:46:00,1700 MORENA BOULEVARD
14769,2018-06-22 19:15:00,2400 TRUXTUN ROAD
14770,2018-06-22 20:10:00,5400 EL CAJON BOULEVARD
14771,2018-06-22 20:35:00,11900 EL CAMINO REAL  
14772,2018-06-22 20:47:00,1800 ROSECRANS STREET
14773,2018-06-22 20:50:00,2800 NATIONAL AVENUE
14774,2018-06-22 20:57:00,2900 ROSECRANS STREET
14775,2018-06-22 21:28:00,500 BIRD ROCK AVENUE
14776,2018-06-22 22:10:00,0 39TH STREET
14777,2018-06-22 22:45:00,3900 PALM AVENUE
14778,2018-06-22 22:50:00,5500 BALBOA AVENUE
14779,2018-06-22 22:53:00,3700 EUCLID AVENUE
14780,2018-06-22 23:05:00,300 EVANS STREET
14781,2018-06-23 00:01:00,8600 VILLA LA JOLLA DRIVE
14782,2018-06-23 00:30:00,1500 F STREET
14783,2018-06-23 02:28:00,5500 KEARNY VILLA ROAD
14784,2018-06-23 03:12:00,6500 LEMARAND AVENUE
14785,2018-06-23 08:00:00,4000 WABASH AVENUE
14786,2018-06-23 09:35:00,12300 EL CAMINO REAL  
14787,2018-06-23 12:00:00,9200 MIRAMAR ROAD
14788,2018-06-23 12:10:00,1700 43RD STREET
14789,2018-06-23 12:23:00,3800 BETA STREET
14790,2018-06-23 12:49:00,3600 NOBEL DRIVE
14791,2018-06-23 12:57:00,2000 CARMEL VALLEY ROAD
14792,2018-06-23 13:05:00,4300 HOME AVENUE
14793,2018-06-23 14:00:00,8600 CLAIREMONT MESA BOULEVARD
14794,2018-06-23 14:29:00,1300 WEST MISSION BAY DRIVE
14795,2018-06-23 15:00:00,3200 EL CAJON BOULEVARD
14796,2018-06-23 18:48:00,2900 NORTH PARK WAY
14797,2018-06-23 19:55:00,1200 CAM DEL RIO NORTH  
14798,2018-06-23 20:03:00,1600 VIA DEL MESONERO  
14799,2018-06-23 20:15:00,6400 LANSTON STREET
14800,2018-06-23 21:09:00,3100 UNIVERSITY AVENUE
14801,2018-06-23 21:30:00,3800 AMPUDIA  
14802,2018-06-23 21:46:00,5400 LINDA VISTA ROAD
14803,2018-06-23 21:56:00,2000 BACON STREET
14804,2018-06-23 22:00:00,200 06TH AVENUE
14805,2018-06-23 22:30:00,1800 WEST MISSION BAY DRIVE
14806,2018-06-23 23:53:00,12000 RANCHO BERNARDO ROAD
14807,2018-06-24 00:01:00,4400 50TH STREET
14808,2018-06-24 00:25:00,3800 TENNYSON STREET
14809,2018-06-24 02:00:00,1800 BERYL STREET
14810,2018-06-24 02:20:00,3800 MIDWAY DRIVE
14811,2018-06-24 02:32:00,4800 SEA CORAL DRIVE
14812,2018-06-24 04:40:00,3600 FEDERAL BOULEVARD
14813,2018-06-24 08:30:00,3300 MURPHY CANYON ROAD
14814,2018-06-24 10:10:00,12900 RANCHO PENASQUITOS BOULEVARD
14815,2018-06-24 11:03:00,5900 MIRA MESA BOULEVARD
14816,2018-06-24 11:14:00,13500 BLACK MTN ROAD
14817,2018-06-24 11:22:00,9600 CARMEL MTN ROAD
14818,2018-06-24 12:23:00,8800 CLAIREMONT MESA BOULEVARD
14819,2018-06-24 14:17:00,3300 MONROE AVENUE
14820,2018-06-24 14:20:00,6700 BESTWOOD COURT
14821,2018-06-24 15:00:00,3700 WILSON AVENUE
14822,2018-06-24 15:10:00,4800 WARING ROAD
14823,2018-06-24 15:11:00,1000 UNIVERSITY AVENUE
14824,2018-06-24 16:00:00,7000 FRIARS ROAD
14825,2018-06-24 17:00:00,4400 MISSION BOULEVARD
14826,2018-06-24 18:15:00,5500 UNIVERSITY AVENUE
14827,2018-06-24 18:25:00,5000 VIA VALARTA  
14828,2018-06-24 18:43:00,4100 NIMITZ BOULEVARD
14829,2018-06-24 18:45:00,4000 NEWTON AVENUE
14830,2018-06-24 19:45:00,3900 MISSION BOULEVARD
14831,2018-06-24 20:13:00,4700 LA JOLLA VILLAGE DRIVE
14832,2018-06-24 20:18:00,3700 01ST AVENUE
14833,2018-06-24 21:15:00,3800 41ST STREET
14834,2018-06-24 21:36:00,500 RADIO DRIVE
14835,2018-06-24 21:50:00,2900 GARNET AVENUE
14836,2018-06-24 22:30:00,7900 BROOKHAVEN ROAD
14837,2018-06-24 22:37:00,2200 OSBORN STREET
14838,2018-06-25 00:01:00,2900 ZOO DRIVE
14839,2018-06-25 00:33:00,4600 BORDER VILLAGE ROAD
14840,2018-06-25 05:00:00,1000 45TH STREET
14841,2018-06-25 05:30:00,2400 FAIRMOUNT AVENUE
14842,2018-06-25 07:01:00,5500 EL CAJON BOULEVARD
14843,2018-06-25 07:51:00,5400 BAYVIEW HEIGHTS PLACE
14844,2018-06-25 08:09:00,1600 SUNSET CLIFFS BOULEVARD
14845,2018-06-25 09:40:00,1100 19TH STREET
14846,2018-06-25 10:20:00,4700 EL CAJON BOULEVARD
14847,2018-06-25 10:30:00,900 GENTER STREET
14848,2018-06-25 10:45:00,5100 WARING ROAD
14849,2018-06-25 11:23:00,2200 FROUDE STREET
14850,2018-06-25 11:31:00,700 32ND STREET
14851,2018-06-25 11:53:00,0 AERO DRIVE
14852,2018-06-25 13:20:00,2100 NORTH HARBOR DRIVE
14853,2018-06-25 13:55:00,4400 KEARNY VILLA ROAD
14854,2018-06-25 14:15:00,5100 FAIRMOUNT AVENUE
14855,2018-06-25 15:10:00,3300 MURPHY CANYON ROAD
14856,2018-06-25 16:00:00,7800 PROSPECT PLACE
14857,2018-06-25 17:12:00,2900 DAMON AVENUE
14858,2018-06-25 19:00:00,1500 LINWOOD STREET
14859,2018-06-25 22:00:00,4500 30TH STREET
14860,2018-06-26 05:48:00,10300 VISTA SORRENTO PARKWAY
14861,2018-06-26 07:01:00,4600 CONRAD AVENUE
14862,2018-06-26 08:00:00,4300 52ND STREET
14863,2018-06-26 08:04:00,0 30TH STREET
14864,2018-06-26 10:02:00,13200 RANCHO PENASQUITOS BOULEVARD
14865,2018-06-26 10:11:00,1800 LOGAN AVENUE
14866,2018-06-26 12:45:00,1300 EUCLID AVENUE
14867,2018-06-26 13:23:00,1900 MORENA BOULEVARD
14868,2018-06-26 13:30:00,1000 CESAR E CHAVEZ PARKWAY
14869,2018-06-26 14:10:00,3300 NOBEL DRIVE
14870,2018-06-26 14:23:00,1800 WASHINGTON STREET
14871,2018-06-26 15:27:00,100 VIA DE SAN YSIDRO  
14872,2018-06-26 15:32:00,3200 OCEAN FRONT WALK
14873,2018-06-26 15:32:00,3200 OCEAN FRONT WALK
14874,2018-06-26 15:35:00,9200 MIRAMAR ROAD
14875,2018-06-26 16:10:00,3100 MISSION BOULEVARD
14876,2018-06-26 16:15:00,13700 OLD EL CAM REAL  
14877,2018-06-26 16:25:00,4100 MYRTLE AVENUE
14878,2018-06-26 16:40:00,3900 CANON STREET
14879,2018-06-26 16:48:00,3800 CANON STREET
14880,2018-06-26 16:49:00,8800 CLAIREMONT MESA BOULEVARD
14881,2018-06-26 18:00:00,4200 42ND STREET
14882,2018-06-26 18:15:00,8000 BALBOA AVENUE
14883,2018-06-26 19:40:00,4700 RENO DRIVE
14884,2018-06-26 20:20:00,7800 MISSION CENTER ROAD
14885,2018-06-26 20:30:00,10200 NORTH TORREY PINES ROAD
14886,2018-06-26 21:13:00,7800 MISSION CENTER ROAD
14887,2018-06-27 00:01:00,5600 MOREHOUSE DRIVE
14888,2018-06-27 02:02:00,1300 06TH AVENUE
14889,2018-06-27 08:30:00,0 ALVERSON ROAD
14890,2018-06-27 11:45:00,2200 CORONADO AVENUE
14891,2018-06-27 13:44:00,8800 FRIARS ROAD
14892,2018-06-27 14:30:00,1600 43RD STREET
14893,2018-06-27 14:50:00,3600 BARNETT AVENUE
14894,2018-06-27 16:07:00,300 WASHINGTON STREET
14895,2018-06-27 16:15:00,2900 ZOO DRIVE
14896,2018-06-27 16:23:00,7300 CLAIREMONT MESA BOULEVARD
14897,2018-06-27 17:30:00,2300 REO DRIVE
14898,2018-06-27 17:40:00,4200 KEARNY MESA ROAD
14899,2018-06-27 17:57:00,5700 LINDA VISTA ROAD
14900,2018-06-27 18:08:00,1000 32ND STREET
14901,2018-06-27 18:52:00,100 28TH STREET
14902,2018-06-27 21:49:00,800 LAUREL STREET
14903,2018-06-27 23:30:00,3600 COLLEGE AVENUE
14904,2018-06-27 23:49:00,4500 OHIO STREET
14905,2018-06-28 00:01:00,1900 06TH AVENUE
14906,2018-06-28 07:15:00,4400 POLK AVENUE
14907,2018-06-28 07:50:00,800 39TH STREET
14908,2018-06-28 08:30:00,9800 MARCONI DRIVE
14909,2018-06-28 09:46:00,7700 BALBOA AVENUE
14910,2018-06-28 10:30:00,200 ISLAND AVENUE
14911,2018-06-28 11:00:00,9500 MIRAMAR ROAD
14912,2018-06-28 12:46:00,0 32ND STREET
14913,2018-06-28 14:21:00,7000 CONSOLIDATED WAY
14914,2018-06-28 14:48:00,3300 TORREY PINES ROAD
14915,2018-06-28 15:00:00,1300 EUCLID AVENUE
14916,2018-06-28 16:24:00,9500 NORTH TORREY PINES ROAD
14917,2018-06-28 16:58:00,6500 AKINS AVENUE
14918,2018-06-28 17:09:00,4600 NOBEL DRIVE
14919,2018-06-28 17:57:00,10700 TIERRASANTA BOULEVARD
14920,2018-06-28 17:58:00,3500 NEWTON AVENUE
14921,2018-06-28 19:44:00,2300 MIDWAY DRIVE
14922,2018-06-28 21:34:00,5000 BALBOA AVENUE
14923,2018-06-29 00:01:00,10800 SAN DIEGO MISSION ROAD
14924,2018-06-29 00:25:00,11500 CARMEL MTN ROAD
14925,2018-06-29 06:30:00,3500 OCEAN VIEW BOULEVARD
14926,2018-06-29 09:40:00,2900 54TH STREET
14927,2018-06-29 10:30:00,600 FIR STREET
14928,2018-06-29 11:00:00,9000 MIRA MESA BOULEVARD
14929,2018-06-29 11:10:00,5500 BALBOA AVENUE
14930,2018-06-29 12:00:00,7700 GRIBBLE STREET
14931,2018-06-29 12:00:00,4300 ARIZONA STREET
14932,2018-06-29 12:26:00,3800 ORANGE AVENUE
14933,2018-06-29 12:47:00,6300 GENESEE AVENUE
14934,2018-06-29 12:50:00,1000 CUDAHY PLACE
14935,2018-06-29 13:55:00,1000 B STREET
14936,2018-06-29 14:53:00,3900 UNIVERSITY AVENUE
14937,2018-06-29 15:10:00,10800 POWAY ROAD
14938,2018-06-29 16:40:00,3900 MORAGA AVENUE
14939,2018-06-29 17:38:00,9900 RIO SAN DIEGO DRIVE
14940,2018-06-29 17:50:00,4400 CAM DE LA PLAZA  
14941,2018-06-29 18:13:00,800 EUCLID AVENUE
14942,2018-06-29 19:30:00,1800 CAM DE LA REINA  
14943,2018-06-29 20:00:00,2200 INDIA STREET
14944,2018-06-29 20:30:00,12000 BLACK MTN ROAD
14945,2018-06-29 21:32:00,3200 LINCOLN AVENUE
14946,2018-06-29 23:30:00,400 11TH AVENUE
14947,2018-06-30 00:01:00,17500 WEST BERNARDO DRIVE
14948,2018-06-30 00:01:00,5400 MARY LANE DRIVE
14949,2018-06-30 00:01:00,6000 RANCHO MISSION ROAD
14950,2018-06-30 00:33:00,10500 GREENFORD DRIVE
14951,2018-06-30 00:44:00,3600 OCEAN VIEW BOULEVARD
14952,2018-06-30 02:15:00,2600 GARNET AVENUE
14953,2018-06-30 02:24:00,4100 44TH STREET
14954,2018-06-30 05:10:00,6600 RADIO DRIVE
14955,2018-06-30 07:20:00,0 32ND STREET
14956,2018-06-30 10:30:00,500 HARBOR DRIVE
14957,2018-06-30 11:17:00,4200 DEL SOL BOULEVARD
14958,2018-06-30 11:40:00,6900 IMPERIAL AVENUE
14959,2018-06-30 12:00:00,4200 CAM DEL RIO NORTH  
14960,2018-06-30 14:20:00,3500 ROSECRANS STREET
14961,2018-06-30 14:20:00,3700 VOLTAIRE STREET
14962,2018-06-30 14:20:00,2500 NORTH HARBOR DRIVE
14963,2018-06-30 14:26:00,4600 32ND STREET
14964,2018-06-30 15:51:00,3500 EL CAJON BOULEVARD
14965,2018-06-30 16:00:00,1100 CESAR E CHAVEZ PARKWAY
14966,2018-06-30 16:01:00,800 THOMAS AVENUE
14967,2018-06-30 16:20:00,900 F STREET
14968,2018-06-30 17:45:00,4800 EVERGREEN VILLAGE  
14969,2018-06-30 19:10:00,9200 AERO DRIVE
14970,2018-06-30 19:10:00,500 SATURN BOULEVARD
14971,2018-06-30 21:41:00,3200 LA JOLLA VILLAGE DRIVE
14972,2018-06-30 23:00:00,4000 OHIO STREET
14973,2018-06-30 23:18:00,4100 TAYLOR STREET
14974,2018-07-01 00:01:00,1700 GRAND AVENUE
14975,2018-07-01 00:13:00,900 07TH AVENUE
14976,2018-07-01 00:16:00,4500 IMPERIAL AVENUE
14977,2018-07-01 00:30:00,9400 LAKE MURRAY BOULEVARD
14978,2018-07-01 02:00:00,3200 VERALEE DRIVE
14979,2018-07-01 02:24:00,2000 BALBOA AVENUE
14980,2018-07-01 02:56:00,4100 UNIVERSITY AVENUE
14981,2018-07-01 09:00:00,1100 FRONT STREET
14982,2018-07-01 10:00:00,5300 UNIVERSITY AVENUE
14983,2018-07-01 11:00:00,2200 VIA DE LA VALLE  
14984,2018-07-01 12:00:00,2200 VIA APRILIA  
14985,2018-07-01 12:30:00,800 MORENA BOULEVARD
14986,2018-07-01 13:30:00,3300 30TH STREET
14987,2018-07-01 13:36:00,5200 EL CAJON BOULEVARD
14988,2018-07-01 15:00:00,500 SATURN BOULEVARD
14989,2018-07-01 15:45:00,5500 MT ALIFAN DRIVE
14990,2018-07-01 16:30:00,9300 TWIN TRAILS DRIVE
14991,2018-07-01 16:50:00,6100 MISSION GORGE ROAD
14992,2018-07-01 17:08:00,4200 GENESEE AVENUE
14993,2018-07-01 18:34:00,1200 MARKET STREET
14994,2018-07-01 18:45:00,2600 54TH STREET
14995,2018-07-01 19:20:00,9800 MIRAMAR ROAD
14996,2018-07-01 19:32:00,4400 54TH STREET
14997,2018-07-01 21:00:00,2500 OLD QUARRY ROAD
14998,2018-07-01 21:25:00,5000 IMPERIAL AVENUE
14999,2018-07-01 21:33:00,4500 POLK AVENUE
15000,2018-07-01 21:34:00,4400 MISSION BOULEVARD
15001,2018-07-01 21:45:00,4300 EL CAJON BOULEVARD
15002,2018-07-01 22:30:00,13000 BRIXTON PLACE
15003,2018-07-02 00:01:00,2000 HARRISON AVENUE
15004,2018-07-02 00:25:00,5400 55TH STREET
15005,2018-07-02 08:10:00,9000 RECHO ROAD
15006,2018-07-02 10:50:00,5100 IMPERIAL AVENUE
15007,2018-07-02 12:57:00,600 47TH STREET
15008,2018-07-02 14:15:00,9100 CLAIREMONT MESA BOULEVARD
15009,2018-07-02 14:20:00,3300 ROSECRANS STREET
15010,2018-07-02 14:42:00,3300 45TH STREET
15011,2018-07-02 14:49:00,5000 COLLEGE AVENUE
15012,2018-07-02 15:00:00,1000 AGATE STREET
15013,2018-07-02 15:20:00,5700 MIRAMAR ROAD
15014,2018-07-02 15:40:00,2900 LYTTON STREET
15015,2018-07-02 15:55:00,500 SEA WORLD DRIVE
15016,2018-07-02 16:15:00,4400 LADERA STREET
15017,2018-07-02 17:09:00,4600 MORENA BOULEVARD
15018,2018-07-02 17:11:00,4100 04TH AVENUE
15019,2018-07-02 17:15:00,4600 CONVOY STREET
15020,2018-07-02 19:13:00,2900 GARNET AVENUE
15021,2018-07-02 20:00:00,4200 MORRELL STREET
15022,2018-07-02 20:24:00,2300 MODESTO STREET
15023,2018-07-02 21:30:00,4500 63RD STREET
15024,2018-07-02 23:13:00,3800 FAIRMOUNT AVENUE
15025,2018-07-03 00:01:00,3800 WINONA AVENUE
15026,2018-07-03 00:01:00,5800 RANCHO MISSION ROAD
15027,2018-07-03 00:01:00,3400 RUFFIN ROAD
15028,2018-07-03 03:30:00,3700 EUCLID AVENUE
15029,2018-07-03 04:33:00,8800 VILLA LA JOLLA DRIVE
15030,2018-07-03 07:20:00,11100 SAUNDERS COURT
15031,2018-07-03 07:42:00,1900 MORENA BOULEVARD
15032,2018-07-03 09:16:00,0 11TH AVENUE
15033,2018-07-03 10:05:00,1800 TORREY PINES ROAD
15034,2018-07-03 11:09:00,3600 MURPHY CANYON ROAD
15035,2018-07-03 11:26:00,3400 ADAMS AVENUE
15036,2018-07-03 11:47:00,13500 BLACK MTN ROAD
15037,2018-07-03 12:00:00,4100 ADAMS AVENUE
15038,2018-07-03 12:13:00,900 GARNET AVENUE
15039,2018-07-03 12:15:00,5500 RESERVOIR DRIVE
15040,2018-07-03 12:30:00,1700 ORO VISTA ROAD
15041,2018-07-03 13:00:00,10600 CARILLON COURT
15042,2018-07-03 14:45:00,8800 VILLA LA JOLLA DRIVE
15043,2018-07-03 14:50:00,2800 GARNET AVENUE
15044,2018-07-03 15:20:00,0 08TH AVENUE
15045,2018-07-03 15:46:00,2800 NATIONAL AVENUE
15046,2018-07-03 16:44:00,600 PACIFIC HIGHWAY
15047,2018-07-03 16:54:00,1200 UNIVERSITY AVENUE
15048,2018-07-03 18:30:00,7000 CHARMANT DRIVE
15049,2018-07-03 18:33:00,2200 GRAND AVENUE
15050,2018-07-03 19:46:00,700 B STREET
15051,2018-07-03 21:00:00,200 06TH AVENUE
15052,2018-07-03 22:00:00,3400 BALBOA AVENUE
15053,2018-07-03 22:00:00,5500 STREAMVIEW DRIVE
15054,2018-07-03 22:31:00,3900 05TH AVENUE
15055,2018-07-03 22:35:00,600 CAM DE LA REINA  
15056,2018-07-03 22:53:00,400 J STREET
15057,2018-07-04 00:01:00,12400 SAN BRUNO COVE
15058,2018-07-04 00:45:00,8600 MIRAMAR ROAD
15059,2018-07-04 04:10:00,7600 LINDA VISTA ROAD
15060,2018-07-04 10:30:00,0 DEL SOL BOULEVARD
15061,2018-07-04 11:08:00,7500 LINDA VISTA ROAD
15062,2018-07-04 12:14:00,9400 MIRA MESA BOULEVARD
15063,2018-07-04 12:30:00,8800 HILLERY DRIVE
15064,2018-07-04 13:18:00,600 19TH STREET
15065,2018-07-04 14:00:00,3400 CAM DEL RIO SOUTH  
15066,2018-07-04 14:36:00,18500 SAN PASQUAL VALLEY ROAD
15067,2018-07-04 15:15:00,3700 VOLTAIRE STREET
15068,2018-07-04 16:25:00,3200 MISSION BOULEVARD
15069,2018-07-04 20:06:00,4700 FAIRMOUNT AVENUE
15070,2018-07-04 21:15:00,10400 GREENFORD DRIVE
15071,2018-07-04 21:41:00,4700 LOGAN AVENUE
